datetime,casual,count,registered,weekday,is_weekend,temp,atemp,humidity,windspeed,hour,day,month,year
2011-07-06 05:00:00,5,35,30,2,0,0.9817626038665264,0.9635015680283059,1.0971407451514847,-0.8324424654320689,-0.9459321619110749,-0.7290539045283215,0.13892990445752987,-1.0038656379749873
2012-08-04 16:00:00,197,450,253,5,1,2.139474252291404,2.0361677546901418,-1.189268451930157,0.8819159044024949,0.6446929105514817,-1.0942602089571603,0.4292718011602884,0.9961492476395708
2012-07-11 15:00:00,56,276,220,2,0,1.6132416848255502,1.410150799768135,-1.0853407611537187,0.5142603037869447,0.5000906312367038,0.18396185654377514,0.13892990445752987,0.9961492476395708
2011-04-10 04:00:00,3,5,2,6,1,-0.7021816120242045,-0.6460877373696529,1.616779199033676,-0.7101641518344863,-1.0905344412258526,0.001358704329355801,-0.7320957856507458,-1.0038656379749873
2011-11-19 10:00:00,35,200,165,5,1,-0.9126746390105459,-1.0036431329235982,-0.8774853796008423,0.5142603037869447,-0.22292076533718552,1.6447870742591297,1.300297491268564,-1.0038656379749873
2012-02-13 19:00:00,7,263,256,0,0,-0.8074281255173752,-0.8248654351466257,-1.9167622873652248,-0.4656075246393211,1.0784997484958152,0.5491681609726138,-1.3127795790562629,0.9961492476395708
2011-12-07 20:00:00,1,26,25,2,0,-0.8074281255173752,-1.0927369691094824,1.3049961267043613,3.699241076083709,1.223102027810593,-0.5464507523139022,1.5906393879713228,-1.0038656379749873
2012-07-04 12:00:00,164,494,330,2,0,1.9289812253050624,1.8573900569131698,-1.0853407611537187,0.2697036765917794,0.0662837932923702,-1.0942602089571603,0.13892990445752987,0.9961492476395708
2012-10-02 22:00:00,28,240,212,1,0,0.6660230633870147,0.42716847469738767,1.6687430444218951,-0.7101641518344863,1.5123065864401488,-1.4594665133859988,1.0099555945658056,0.9961492476395708
2012-07-17 04:00:00,0,7,7,1,0,1.1922556308528678,1.2313731019911631,0.005899991998882973,-1.5677536666631693,-1.0905344412258526,1.279580769830291,0.13892990445752987,0.9961492476395708
2011-02-08 07:00:00,3,100,97,1,0,-1.3336606929832286,-1.6290700624404004,0.16179152816354037,1.8617837328287605,-0.6567276032815191,-0.36384760009948286,-1.3127795790562629,-1.0038656379749873
2012-08-16 13:00:00,81,300,219,3,0,1.6132416848255502,1.3210569635822516,-1.6049792150359101,0.2697036765917794,0.21088607260714806,1.0969776176158719,0.4292718011602884,0.9961492476395708
2012-02-15 13:00:00,11,170,159,2,0,-0.4916885850378633,-0.37762617800159176,-0.9814130703772805,0.7596375908049122,0.21088607260714806,0.9143744654014524,-1.3127795790562629,0.9961492476395708
2011-01-17 21:00:00,3,27,24,0,0,-1.7546467469559115,-1.897531621808462,0.9412492089868273,0.024326389573811554,1.367704307125371,1.279580769830291,-1.6031214757590215,-1.0038656379749873
2012-10-19 18:00:00,21,233,212,4,0,0.35028352290750253,0.3374846131062993,1.0971407451514847,-0.7101641518344863,0.9338974691810374,1.6447870742591297,1.0099555945658056,0.9961492476395708
2012-08-11 16:00:00,227,531,304,5,1,1.6132416848255502,1.4998346613592242,-0.8255215342126231,0.8819159044024949,0.6446929105514817,0.18396185654377514,0.4292718011602884,0.9961492476395708
2012-03-08 19:00:00,21,416,395,3,0,0.560776549893844,0.8738177064372171,-1.1373046065419379,2.1071610198467283,1.0784997484958152,-0.36384760009948286,-1.0224376823535044,0.9961492476395708
2011-11-08 16:00:00,39,289,250,1,0,0.35028352290750253,0.3374846131062993,-0.8255215342126231,-0.4656075246393211,0.6446929105514817,-0.36384760009948286,1.300297491268564,-1.0038656379749873
2012-02-10 10:00:00,5,124,119,4,0,-1.2284141794900578,-1.182420830700571,-0.7215938434361848,-0.4656075246393211,-0.22292076533718552,0.001358704329355801,-1.3127795790562629,0.9961492476395708
2011-06-04 11:00:00,120,369,249,5,1,0.8765160903733556,0.8738177064372171,-1.3451599880948144,-0.4656075246393211,-0.07831848602240767,-1.0942602089571603,-0.1514119922452287,-1.0038656379749873
2012-05-02 10:00:00,28,175,147,2,0,0.45553003640067324,0.42716847469738767,1.0971407451514847,-0.7101641518344863,-0.22292076533718552,-1.4594665133859988,-0.4417538889479872,0.9961492476395708
2012-07-10 17:00:00,103,872,769,1,0,1.50799517133238,1.410150799768135,-0.6696299980479657,0.024326389573811554,0.7892951898662596,0.001358704329355801,0.13892990445752987,0.9961492476395708
2011-08-11 11:00:00,59,187,128,3,0,1.4027486578392092,1.1422792658052787,-1.3971238334830336,0.5142603037869447,-0.07831848602240767,0.18396185654377514,0.4292718011602884,-1.0038656379749873
2011-07-07 12:00:00,32,171,139,3,0,1.8237347118118918,1.7677061953220805,-1.0853407611537187,-1.5677536666631693,0.0662837932923702,-0.5464507523139022,0.13892990445752987,-1.0038656379749873
2012-04-01 05:00:00,8,18,10,6,1,-0.8074281255173752,-0.7351815735555368,0.9932130543750465,-0.8324424654320689,-0.9459321619110749,-1.6420696656004181,-0.7320957856507458,0.9961492476395708
2012-06-09 23:00:00,69,230,161,5,1,0.9817626038665264,0.9635015680283059,-0.046063853389336155,-0.22023023762135344,1.6569088657549267,-0.18124444788506353,-0.1514119922452287,0.9961492476395708
2012-04-06 10:00:00,81,238,157,4,0,-0.7021816120242045,-0.8248654351466257,-1.1373046065419379,1.1272931914204625,-0.22292076533718552,-0.7290539045283215,-0.7320957856507458,0.9961492476395708
2011-08-11 18:00:00,74,571,497,3,0,1.50799517133238,1.2313731019911631,-1.7089069058123483,-0.8324424654320689,0.9338974691810374,0.18396185654377514,0.4292718011602884,-1.0038656379749873
2011-06-11 09:00:00,59,230,171,5,1,1.2975021443460386,1.2313731019911631,0.005899991998882973,-0.4656075246393211,-0.3675230446519634,0.18396185654377514,-0.1514119922452287,-1.0038656379749873
2011-01-18 17:00:00,1,125,124,1,0,-1.4389072064763992,-1.4502923646634276,1.0451768997632656,0.024326389573811554,0.7892951898662596,1.4621839220447104,-1.6031214757590215,-1.0038656379749873
2012-07-06 21:00:00,77,300,223,4,0,1.718488198318721,1.7677061953220805,-0.5137384618833083,-0.4656075246393211,1.367704307125371,-0.7290539045283215,0.13892990445752987,0.9961492476395708
2011-04-13 21:00:00,17,117,100,2,0,-0.38644207154469257,-0.28853234181570736,0.26571921893997863,-0.22023023762135344,1.367704307125371,0.5491681609726138,-0.7320957856507458,-1.0038656379749873
2011-11-16 07:00:00,7,137,130,2,0,-0.17594904455835111,-0.10975464403873461,1.6687430444218951,-1.5677536666631693,-0.6567276032815191,1.0969776176158719,1.300297491268564,-1.0038656379749873
2012-03-05 03:00:00,0,1,1,0,0,-1.4389072064763992,-1.4502923646634276,-0.5657023072715275,-0.22023023762135344,-1.2351367205406305,-0.9116570567427409,-1.0224376823535044,0.9961492476395708
2012-11-09 18:00:00,46,496,450,4,0,-0.38644207154469257,-0.28853234181570736,-0.9294492249890614,-0.7101641518344863,0.9338974691810374,-0.18124444788506353,1.300297491268564,0.9961492476395708
2011-10-16 06:00:00,3,10,7,6,1,-0.5969350985310338,-0.46731003959268014,0.2137553735517595,-0.22023023762135344,-0.801329882596297,1.0969776176158719,1.0099555945658056,-1.0038656379749873
2012-09-17 17:00:00,102,842,740,0,0,0.7712695768801849,0.7847238702513332,0.16179152816354037,0.2697036765917794,0.7892951898662596,1.279580769830291,0.719613697863047,0.9961492476395708
2012-06-03 06:00:00,6,22,16,6,1,-0.17594904455835111,-0.10975464403873461,1.0451768997632656,-0.7101641518344863,-0.801329882596297,-1.2768633611715794,-0.1514119922452287,0.9961492476395708
